1,m20_102_er_06782_pad60.wav,ER
2,m20_103_er_06797_pad60.wav,ER
3,m20_108_er_06889_pad60.wav,ER
4,m20_10_er_05308_pad60.wav,ER
5,m20_110_er_06943_pad60.wav,ER
6,m20_119_er_07085_pad60.wav,ER
7,m20_120_er_07099_pad60.wav,ER
8,m20_127_er_07261_pad60.wav,ER
9,m20_143_er_07518_pad60.wav,ER
10,m20_148_er_07589_pad60.wav,ER
11,m20_155_er_07688_pad60.wav,ER
12,m20_161_er_07736_pad60.wav,ER
13,m20_162_er_07749_pad60.wav,ER
14,m20_162_er_07761_pad60.wav,ER
15,m20_163_er_07768_pad60.wav,ER
16,m20_163_er_07774_pad60.wav,ER
17,m20_17_er_05439_pad60.wav,ER
18,m20_17_er_05443_pad60.wav,ER
19,m20_186_er_08065_pad60.wav,ER
20,m20_207_er_08388_pad60.wav,ER
21,m20_20_er_05521_pad60.wav,ER
22,m20_211_er_08529_pad60.wav,ER
23,m20_212_er_08538_pad60.wav,ER
24,m20_214_er_08576_pad60.wav,ER
25,m20_220_er_08670_pad60.wav,ER
26,m20_233_er_08886_pad60.wav,ER
27,m20_23_er_05579_pad60.wav,ER
28,m20_245_er_09033_pad60.wav,ER
29,m20_24_er_05599_pad60.wav,ER
30,m20_250_er_09074_pad60.wav,ER
31,m20_262_er_09160_pad60.wav,ER
32,m20_263_er_09178_pad60.wav,ER
33,m20_264_er_09185_pad60.wav,ER
34,m20_26_er_05656_pad60.wav,ER
35,m20_281_er_09380_pad60.wav,ER
36,m20_283_er_09416_pad60.wav,ER
37,m20_289_er_09445_pad60.wav,ER
38,m20_291_er_09488_pad60.wav,ER
39,m20_302_er_09622_pad60.wav,ER
40,m20_307_er_09702_pad60.wav,ER
41,m20_318_er_09823_pad60.wav,ER
42,m20_319_er_09843_pad60.wav,ER
43,m20_32_er_05742_pad60.wav,ER
44,m20_336_er_10004_pad60.wav,ER
45,m20_348_er_10073_pad60.wav,ER
46,m20_349_er_10098_pad60.wav,ER
47,m20_358_er_10224_pad60.wav,ER
48,m20_360_er_10265_pad60.wav,ER
49,m20_362_er_10290_pad60.wav,ER
50,m20_362_er_10296_pad60.wav,ER
51,m20_364_er_10335_pad60.wav,ER
52,m20_36_er_05835_pad60.wav,ER
53,m20_380_er_10606_pad60.wav,ER
54,m20_396_er_10906_pad60.wav,ER
55,m20_397_er_10933_pad60.wav,ER
56,m20_398_er_10976_pad60.wav,ER
57,m20_399_er_10996_pad60.wav,ER
58,m20_400_er_11027_pad60.wav,ER
59,m20_401_er_11054_pad60.wav,ER
60,m20_403_er_11087_pad60.wav,ER
61,m20_405_er_11090_pad60.wav,ER
62,m20_405_er_11097_pad60.wav,ER
63,m20_415_er_11289_pad60.wav,ER
64,m20_435_er_11611_pad60.wav,ER
65,m20_436_er_11637_pad60.wav,ER
66,m20_436_er_11641_pad60.wav,ER
67,m20_437_er_11652_pad60.wav,ER
68,m20_440_er_11700_pad60.wav,ER
69,m20_449_er_11910_pad60.wav,ER
70,m20_453_er_11975_pad60.wav,ER
71,m20_457_er_12053_pad60.wav,ER
72,m20_463_er_12217_pad60.wav,ER
73,m20_484_er_12528_pad60.wav,ER
74,m20_484_er_12535_pad60.wav,ER
75,m20_524_er_12842_pad60.wav,ER
76,m20_558_er_13239_pad60.wav,ER
77,m20_559_er_13252_pad60.wav,ER
78,m20_575_er_13403_pad60.wav,ER
79,m20_577_er_13438_pad60.wav,ER
80,m20_578_er_13478_pad60.wav,ER
81,m20_589_er_13680_pad60.wav,ER
82,m20_603_er_13895_pad60.wav,ER
83,m20_604_er_13918_pad60.wav,ER
84,m20_617_er_14115_pad60.wav,ER
85,m20_621_er_14181_pad60.wav,ER
86,m20_62_er_06271_pad60.wav,ER
87,m20_641_er_14411_pad60.wav,ER
88,m20_642_er_14429_pad60.wav,ER
89,m20_642_er_14432_pad60.wav,ER
90,m20_642_er_14437_pad60.wav,ER
91,m20_64_er_06296_pad60.wav,ER
92,m20_65_er_06320_pad60.wav,ER
93,m20_667_er_14595_pad60.wav,ER
94,m20_669_er_14612_pad60.wav,ER
95,m20_66_er_06358_pad60.wav,ER
96,m20_679_er_14643_pad60.wav,ER
97,m20_67_er_06385_pad60.wav,ER
98,m20_682_er_14658_pad60.wav,ER
99,m20_7_er_05257_pad60.wav,ER
100,m20_89_er_06582_pad60.wav,ER
101,m20_8_er_05292_pad60.wav,ER
102,m20_93_er_06635_pad60.wav,ER
103,m20_94_er_06650_pad60.wav,ER
104,m20_96_er_06705_pad60.wav,ER
105,m20_97_er_06720_pad60.wav,ER
106,r13_108_er_06865_pad60.wav,ER
107,r13_119_er_07057_pad60.wav,ER
108,r13_119_er_07064_pad60.wav,ER
109,r13_119_er_07069_pad60.wav,ER
110,r13_124_er_07208_pad60.wav,ER
111,r13_124_er_07211_pad60.wav,ER
112,r13_132_er_07341_pad60.wav,ER
113,r13_133_er_07369_pad60.wav,ER
114,r13_136_er_07422_pad60.wav,ER
115,r13_136_er_07427_pad60.wav,ER
116,r13_141_er_07486_pad60.wav,ER
117,r13_143_er_07498_pad60.wav,ER
118,r13_143_er_07505_pad60.wav,ER
119,r13_17_er_05420_pad60.wav,ER
120,r13_188_er_08082_pad60.wav,ER
121,r13_191_er_08134_pad60.wav,ER
122,r13_197_er_08197_pad60.wav,ER
123,r13_19_er_05483_pad60.wav,ER
124,r13_206_er_08367_pad60.wav,ER
125,r13_208_er_08423_pad60.wav,ER
126,r13_208_er_08430_pad60.wav,ER
127,r13_235_er_08901_pad60.wav,ER
128,r13_236_er_08915_pad60.wav,ER
129,r13_261_er_09132_pad60.wav,ER
130,r13_265_er_09195_pad60.wav,ER
131,r13_265_er_09203_pad60.wav,ER
132,r13_26_er_05644_pad60.wav,ER
133,r13_352_er_10115_pad60.wav,ER
134,r13_353_er_10132_pad60.wav,ER
135,r13_354_er_10155_pad60.wav,ER
136,r13_398_er_10944_pad60.wav,ER
137,r13_406_er_11127_pad60.wav,ER
138,r13_43_er_05993_pad60.wav,ER
139,r13_443_er_11769_pad60.wav,ER
140,r13_458_er_12069_pad60.wav,ER
141,r13_45_er_06026_pad60.wav,ER
142,r13_461_er_12137_pad60.wav,ER
143,r13_46_er_06040_pad60.wav,ER
144,r13_471_er_12347_pad60.wav,ER
145,r13_478_er_12434_pad60.wav,ER
146,r13_47_er_06057_pad60.wav,ER
147,r13_491_er_12633_pad60.wav,ER
148,r13_493_er_12662_pad60.wav,ER
149,r13_499_er_12696_pad60.wav,ER
150,r13_531_er_12931_pad60.wav,ER
151,r13_539_er_13084_pad60.wav,ER
152,r13_543_er_13121_pad60.wav,ER
153,r13_547_er_13146_pad60.wav,ER
154,r13_548_er_13171_pad60.wav,ER
155,r13_561_er_13292_pad60.wav,ER
156,r13_565_er_13366_pad60.wav,ER
157,r13_56_er_06169_pad60.wav,ER
158,r13_56_er_06173_pad60.wav,ER
159,r13_588_er_13647_pad60.wav,ER
160,r13_596_er_13759_pad60.wav,ER
161,r13_5_er_05179_pad60.wav,ER
162,r13_605_er_13935_pad60.wav,ER
163,r13_606_er_13958_pad60.wav,ER
164,r13_656_er_14503_pad60.wav,ER
165,r13_68_er_06395_pad60.wav,ER
166,r13_69_er_06410_pad60.wav,ER
167,r13_74_er_06486_pad60.wav,ER
168,r13_82_er_06537_pad60.wav,ER
169,r13_96_er_06697_pad60.wav,ER
170,r13_99_er_06736_pad60.wav,ER
